player_id,name,team_id,team_name,total_match,catches,caught_behind,run_outs,assist_run_outs,stumpings,caught_and_bowl,total_catches,total_dismissal
16163644,Jayant Parkhi,3067980,STRIKERS,7,7,3,1,0,1,0,10,12
16132743,Bobby Venugopal,3067979,PHOENIX,7,3,0,1,0,4,0,3,8
10654571,Arun Raghuwanshi,3067979,PHOENIX,7,5,0,2,0,0,0,5,7
3552794,Prasad Kunal Icon,3067980,STRIKERS,7,6,0,1,0,0,0,6,7
16132079,Gaurav Mishra,3067975,Royal Warriors,6,4,0,2,0,0,0,4,6
5231273,Mitesh Kumar,3067975,Royal Warriors,6,3,1,2,0,0,0,4,6
16132644,Swapnil Matte,3067980,STRIKERS,7,5,0,1,0,0,0,5,6
16180968,Sagar Jadhav,3067973,MAVERICKS,6,2,0,0,0,3,0,2,5
4814441,Ganesh Shaha,3067973,MAVERICKS,6,4,0,1,0,0,0,4,5
1365178,Omkar Sinha,3067973,MAVERICKS,6,3,0,1,0,0,0,3,4
3683944,Prashant Puri,3067979,PHOENIX,7,4,0,0,0,0,0,4,4
10392885,Suchit Awalgaonkar,3067979,PHOENIX,7,3,0,1,0,0,0,3,4
8745736,Vishal,3067973,MAVERICKS,6,2,0,0,0,0,1,3,3
10395215,Amol Khodke,3067973,MAVERICKS,6,1,0,2,0,0,0,1,3
16273268,Anagh Garg Rahul Arcus,3067980,STRIKERS,7,3,0,0,0,0,0,3,3
16199567,Amer Deep Gurung,3067973,MAVERICKS,6,0,0,2,0,0,0,0,2
16273443,Swapnil Kortikar Arcus,3067975,Royal Warriors,6,2,0,0,0,0,0,2,2
2290558,Rohit V Abbigeri,3067975,Royal Warriors,6,2,0,0,0,0,0,2,2
10392715,Rushikesh Saraf,3067975,Royal Warriors,6,1,0,1,0,0,0,1,2
4746732,Aradhya Deshmukh,3067973,MAVERICKS,6,2,0,0,0,0,0,2,2
3881514,Raghav,3067975,Royal Warriors,6,1,0,1,0,0,0,1,2
10393119,Amit Deshmukh,3067979,PHOENIX,7,1,0,1,0,0,0,1,2
12299664,Sudarshan,3067980,STRIKERS,7,1,0,1,0,0,0,1,2
16199977,Shahaji Dhumal Rahul Arcus,3067979,PHOENIX,7,1,0,1,0,0,0,1,2
16273252,Aaditya Patel Rahul Arcus,3067973,MAVERICKS,6,0,0,1,0,0,0,0,1
2798485,Dhiraj Deshmukh,3067973,MAVERICKS,6,0,0,1,0,0,0,0,1
16199608,Nikhil Dhundale,3067975,Royal Warriors,6,1,0,0,0,0,0,1,1
2124876,Pushkar Sinha,3067980,STRIKERS,7,1,0,0,0,0,0,1,1
16273260,Pranav Kamat Rahul Arcus,3067979,PHOENIX,7,0,0,1,0,0,0,0,1
16199928,Pushkar Ramdasi,3067980,STRIKERS,7,1,0,0,0,0,0,1,1
6406110,Ashish Pandit,3067979,PHOENIX,7,0,0,1,0,0,0,0,1
16132609,Nitesh Gondhalekar,3067975,Royal Warriors,6,0,0,0,0,0,0,0,0
10654570,Nilesh Changade,3067975,Royal Warriors,6,0,0,0,0,0,0,0,0
16163736,Abhir Joshi,3067979,PHOENIX,7,0,0,0,0,0,0,0,0
4249093,Ravi,3067980,STRIKERS,7,0,0,0,0,0,0,0,0
11154306,Shravan Ahire,3067980,STRIKERS,7,0,0,0,0,0,0,0,0
